Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Total Precipitation,Wind Speed,Wind Direction
2019,4,13,6,0,18.99,89,0,22.1,163.93
2019,4,13,7,0,18.95,89,0,22.01,164.83
2019,4,13,8,0,19.01,88,0,23.05,165.53
2019,4,13,9,0,19.15,86,0.1,23.51,168.52
2019,4,13,10,0,19.11,85,0.1,23.22,172.87
2019,4,13,11,0,19.11,85,0.3,23.05,178.21
2019,4,13,12,0,19.14,84,0.3,23.76,180
2019,4,13,13,0,18.89,84,0.1,23.76,180.87
2019,4,13,14,0,21.12,67,0,18.36,191.31
2019,4,13,15,0,21.23,66,0,18.71,191.09
2019,4,13,16,0,20.95,64,0,17.87,189.27
2019,4,13,17,0,20.4,62,0,15.11,192.38
2019,4,13,18,0,19.69,64,0,11.73,197.88
2019,4,13,19,0,18.56,71,0,8.53,207.65
2019,4,13,20,0,17.74,72,0,8.71,218.29
2019,4,13,21,0,17.48,71,0,9.5,232.7
2019,4,13,22,0,16.8,73,0,11.27,243.43
2019,4,13,23,0,16.42,74,0,11.28,253.3
2019,4,14,0,0,16.22,73,0,10.11,265.91
2019,4,14,1,0,16.09,73,0,9.37,272.2
2019,4,14,2,0,15.67,74,0,9.42,276.58
2019,4,14,3,0,15.45,74,0,8.09,290.85
2019,4,14,4,0,15.26,75,0,7.7,307.41
2019,4,14,5,0,15.64,74,0.7,9.5,322.7
2019,4,14,6,0,15.43,77,1.2,9.34,332.45
2019,4,14,7,0,15.22,80,1.6,8.05,333.43
2019,4,14,8,0,15.12,83,2,6.37,317.29
2019,4,14,9,0,14.96,88,3,4.21,250.02
2019,4,14,10,0,15.39,84,3,7.34,168.69
2019,4,14,11,0,15.83,78,0.9,13.78,130.76
2019,4,14,12,0,17.03,70,0,13.53,118.61
2019,4,14,13,0,18,63,0,12.77,139.57
2019,4,14,14,0,16.33,60,0,15.5,272.66
2019,4,14,15,0,16.84,57,0,10.08,270
2019,4,14,16,0,17.12,56,0,4.9,287.1
2019,4,14,17,0,17.06,57,0,2.55,278.13
2019,4,14,18,0,16.78,58,0,1.48,194.04
2019,4,14,19,0,16.36,61,0,3.62,185.71
2019,4,14,20,0,15.95,65,0,5.8,172.87
2019,4,14,21,0,15.37,68,0,7.09,156.04
2019,4,14,22,0,14.76,71,0,8.4,149.04
2019,4,14,23,0,14.2,73,0,9.39,147.53
2019,4,15,0,0,13.84,76,0,9.51,150.52
2019,4,15,1,0,13.62,78,0,10.14,152.53
2019,4,15,2,0,13.33,80,0,11.61,150.26
2019,4,15,3,0,13.02,82,0,11.18,146.82
2019,4,15,4,0,12.77,84,0,10.09,145.18
2019,4,15,5,0,12.65,85,0,9.09,146.31
2019,4,15,6,0,12.64,85,0,7.99,144.16
2019,4,15,7,0,12.66,85,0,7.42,140.91
2019,4,15,8,0,13.12,84,0,7.13,135
2019,4,15,9,0,15.32,74,0,6.88,132.88
2019,4,15,10,0,17.22,63,0,6.92,141.34
2019,4,15,11,0,18.73,56,0,6.76,154.8
2019,4,15,12,0,19.81,52,0,7.56,180
2019,4,15,13,0,20.63,51,0,11.17,181.85
2019,4,15,14,0,19.74,58,0,23.58,167.66
2019,4,15,15,0,19.67,58,0,26.48,172.97
2019,4,15,16,0,19.63,56,0,27.78,176.28
2019,4,15,17,0,18.92,55,0,27.38,177.74
2019,4,15,18,0,17.82,55,0,25.6,176.78
2019,4,15,19,0,16.8,58,0,20.67,173
2019,4,15,20,0,16.2,62,0,19,170.18
2019,4,15,21,0,15.73,65,0,16.1,169.7
2019,4,15,22,0,15.3,69,0,12.5,168.37
2019,4,15,23,0,14.98,73,0,10.59,170.22
2019,4,16,0,0,14.89,76,0,9.75,175.76
2019,4,16,1,0,14.81,76,0,10.09,177.95
2019,4,16,2,0,14.64,76,0,10.45,178.03
2019,4,16,3,0,14.57,77,0,9.73,182.12
2019,4,16,4,0,14.46,78,0,10.11,184.09
2019,4,16,5,0,14.28,79,0,9.73,177.88
2019,4,16,6,0,14.18,79,0,7.64,171.87
2019,4,16,7,0,14.27,79,0,5.48,156.8
2019,4,16,8,0,14.48,79,0,5.62,140.19
2019,4,16,9,0,16.15,72,0,8.56,157.75
2019,4,16,10,0,17.22,67,0,12.85,168.69
2019,4,16,11,0,18.23,62,0,14.15,172.69
2019,4,16,12,0,19.11,58,0,16.3,173.66
2019,4,16,13,0,19.56,56,0,19.65,166.22
2019,4,16,14,0,20.45,55,0,17.65,168.23
2019,4,16,15,0,19.77,57,0,22.88,160.71
2019,4,16,16,0,19.2,59,0,27.94,158.06
2019,4,16,17,0,18.54,60,0,31.4,154.9
2019,4,16,18,0,17.46,63,0,32.21,152
2019,4,16,19,0,16.52,66,0,31.8,149.37
2019,4,16,20,0,16.02,67,0,32.36,147.72
2019,4,16,21,0,15.63,67,0,32.48,144.02
2019,4,16,22,0,15.44,67,0,29.85,146.31
2019,4,16,23,0,15.26,67,0,28.37,144.29
2019,4,17,0,0,15.16,66,0,26.71,142.67
2019,4,17,1,0,14.98,66,0,25.36,141.34
2019,4,17,2,0,14.83,66,0,23.19,143.84
2019,4,17,3,0,14.73,68,0,24.27,144.66
2019,4,17,4,0,14.67,69,0,23.62,142.43
2019,4,17,5,0,14.62,70,0,21.79,149.2
2019,4,17,6,0,14.66,70,0,23.47,147.53
2019,4,17,7,0,14.44,72,0,24.86,145.62
2019,4,17,8,0,14.8,71,0,26.26,146.75
2019,4,17,9,0,16.2,64,0,30.1,143.27
2019,4,17,10,0,17.43,60,0,33.28,141.15
2019,4,17,11,0,18.46,57,0,35.14,142.07
2019,4,17,12,0,19.24,56,0,35.93,142.33
2019,4,17,13,0,19.7,55,0,37.45,142.03
2019,4,17,14,0,21.96,48,0,28.85,150.88
2019,4,17,15,0,21.37,52,0,32.69,154.56
2019,4,17,16,0,20.42,57,0,35.97,157.03
2019,4,17,17,0,19.32,63,0,38.2,156.09
2019,4,17,18,0,18.26,68,0,36.56,154.95
2019,4,17,19,0,17.36,72,0,34.13,153.71
2019,4,17,20,0,17.2,73,0,31.72,152.27
2019,4,17,21,0,17.05,72,0,29.16,151.22
2019,4,17,22,0,16.67,72,0,24.7,149.32
2019,4,17,23,0,16.15,73,0,19.83,150.64
2019,4,18,0,0,15.74,77,0,17.73,150.83
2019,4,18,1,0,15.57,80,0,17.1,149.66
2019,4,18,2,0,15.43,81,0,15.99,148.82
2019,4,18,3,0,15.28,81,0,14.39,148.3
2019,4,18,4,0,14.99,84,0,12.59,149.04
2019,4,18,5,0,14.68,87,0,11.92,151.11
2019,4,18,6,0,14.42,89,0,11.3,149.35
2019,4,18,7,0,14.1,92,0,9.39,147.53
2019,4,18,8,0,14.47,90,0,9.29,144.46
2019,4,18,9,0,16.39,79,0,8.16,138.58
2019,4,18,10,0,18.31,69,0,6.88,137.12
2019,4,18,11,0,20.47,57,0,3.32,130.6
2019,4,18,12,0,22.5,49,0,1.84,168.69
2019,4,18,13,0,24.12,42,0,2.74,203.2
2019,4,18,14,0,25.7,34,0,6.92,188.97
2019,4,18,15,0,26.19,33,0,8.76,189.46
2019,4,18,16,0,26.15,34,0,9.61,192.99
2019,4,18,17,0,25.56,37,0,9.26,193.5
2019,4,18,18,0,24.23,45,0,5.51,191.31
2019,4,18,19,0,22.54,53,0,3.62,185.71
2019,4,18,20,0,21.47,58,0,0.8,116.57
2019,4,18,21,0,20.74,61,0,2.1,30.96
2019,4,18,22,0,20.21,61,0,3.98,5.19
2019,4,18,23,0,19.54,63,0,5.77,356.42
2019,4,19,0,0,18.84,65,0,6.99,348.11
2019,4,19,1,0,18.45,65,0,6.52,353.66
2019,4,19,2,0,18.4,63,0,7.42,14.04
2019,4,19,3,0,17.63,69,0,9.34,332.45
2019,4,19,4,0,17.11,78,0,8.44,320.19
2019,4,19,5,0,16.76,85,0,9,323.13
2019,4,19,6,0,15.88,95,0,9.73,321.01
2019,4,19,7,0,16,96,0,9.5,322.7
2019,4,19,8,0,16.29,94,0,9.69,338.2
2019,4,19,9,0,17.01,91,0,11.27,333.43
2019,4,19,10,0,18.34,81,0,14.06,320.19
2019,4,19,11,0,19.09,78,0,18.28,302.12
2019,4,19,12,0,19.09,81,0,19.8,297.03
2019,4,19,13,0,18.55,84,0,21.13,293.07
2019,4,19,14,0,20.13,75,0,16.56,268.75
2019,4,19,15,0,19.43,77,0,13.01,284.42
2019,4,19,16,0,19.55,76,0,13.53,295.2
2019,4,19,17,0,19.28,76,0,17.87,297.6
2019,4,19,18,0,18.44,82,0,19.8,297.03
2019,4,19,19,0,17.65,83,0.1,21.9,295.3
2019,4,19,20,0,17.33,87,0,21.1,295.25
2019,4,19,21,0,17.32,89,0,20.81,300.11
2019,4,19,22,0,17.41,80,0,20.19,301.14
2019,4,19,23,0,17.26,81,0,16.68,302.66
2019,4,20,0,0,17.38,80,0,14.58,302.91
2019,4,20,1,0,17.23,78,0,13.85,294.57
2019,4,20,2,0,16.91,76,0,15.54,283.39
2019,4,20,3,0,16.62,77,0,15.99,277.77
2019,4,20,4,0,16.42,78,0,15.16,274.09
2019,4,20,5,0,16.12,81,0,13.68,268.49
2019,4,20,6,0,15.82,83,0,12.02,261.38
2019,4,20,7,0,15.98,82,0,11.21,264.47
2019,4,20,8,0,16.01,81,0,10.39,255.96
2019,4,20,9,0,16.25,79,0,9.69,248.2
2019,4,20,10,0,16.69,76,0,8.12,257.2
2019,4,20,11,0,17.14,73,0,7.64,261.87
2019,4,20,12,0,17.42,71,0,8.23,246.8
2019,4,20,13,0,17.6,70,0,8.94,229.9
2019,4,20,14,0,20.47,61,0,14.51,226.01
2019,4,20,15,0,20.54,61,0,16.75,208.22
2019,4,20,16,0,20.32,62,0,18.71,191.09
2019,4,20,17,0,19.77,64,0,20.16,178.98
2019,4,20,18,0,18.84,67,0,20.48,169.88
2019,4,20,19,0,17.85,73,0,20.18,164.48
2019,4,20,20,0,17.24,76,0,21.63,161.57
2019,4,20,21,0,16.91,76,0,22.8,158.7
2019,4,20,22,0,16.75,75,0,22.41,156.32
2019,4,20,23,0,16.61,75,0,21.73,153.43
2019,4,21,0,0,16.4,75,0,21.3,149.53
2019,4,21,1,0,16.22,76,0,21.18,148.2
2019,4,21,2,0,16.14,78,0,21.37,147.38
2019,4,21,3,0,16,80,0,21.77,145.78
2019,4,21,4,0,15.81,81,0,21.87,147.09
2019,4,21,5,0,15.65,82,0,23.36,146.31
2019,4,21,6,0,15.4,82,0,23.69,143.65
2019,4,21,7,0,15.27,82,0,24.34,141.6
2019,4,21,8,0,15.74,80,0,26.09,140.6
2019,4,21,9,0,17.09,72,0,29.53,135.99
2019,4,21,10,0,18.31,65,0,32.6,133.21
2019,4,21,11,0,19.37,60,0,33.86,133.71
2019,4,21,12,0,20.16,58,0,34.92,137.92
2019,4,21,13,0,20.58,59,0,36.1,141.07
2019,4,21,14,0,20.84,61,0,40.26,144.46
2019,4,21,15,0,20.59,63,0,42.06,144.41
2019,4,21,16,0,20.23,64,0,41.62,142.73
2019,4,21,17,0,19.56,67,0,40.48,141.5
2019,4,21,18,0,18.44,72,0,38.63,140.67
2019,4,21,19,0,17.69,76,0,36.2,138.22
2019,4,21,20,0,17.41,75,0,35.64,135
2019,4,21,21,0,16.98,78,0,35.64,134.18
2019,4,21,22,0,16.75,79,0,35.14,133.34
2019,4,21,23,0,16.68,79,0,34.9,132.91
2019,4,22,0,0,16.63,79,0,35.46,131.3
2019,4,22,1,0,16.54,79,0,35.49,130.48
2019,4,22,2,0,16.39,79,0,35.03,129.58
2019,4,22,3,0,16.2,80,0,34.25,129.88
2019,4,22,4,0,16.05,80,0,34.71,130.79
2019,4,22,5,0,15.94,81,0,35.22,130.86
2019,4,22,6,0,15.88,81,0,35.46,131.3
2019,4,22,7,0,15.9,81,0,35.73,130.91
2019,4,22,8,0,16.4,79,0,37.02,130.66
2019,4,22,9,0,17.75,72,0,38.67,125.91
2019,4,22,10,0,19.24,65,0,39.46,121.95
2019,4,22,11,0,20.84,58,0,39.79,118.65
2019,4,22,12,0,22.44,52,0,40.1,114.95
2019,4,22,13,0,23.53,48,0,38.67,114.18
2019,4,22,14,0,23.99,46,0,38.65,115.37
2019,4,22,15,0,23.97,47,0,38.8,115.85
2019,4,22,16,0,23.61,49,0,38.65,117.76
2019,4,22,17,0,22.58,52,0,38.82,118.23
2019,4,22,18,0,20.77,59,0,37.42,120.02
2019,4,22,19,0,19.37,64,0,35.45,122.56
2019,4,22,20,0,18.63,68,0,34.85,123.2
2019,4,22,21,0,18.14,71,0,34.65,122.7
2019,4,22,22,0,17.83,72,0,33.75,123.69
2019,4,22,23,0,17.61,73,0,32.65,124.22
2019,4,23,0,0,17.41,75,0,32.35,124.57
2019,4,23,1,0,17.24,76,0,30.89,126.47
2019,4,23,2,0,17.06,77,0,30.1,126.73
2019,4,23,3,0,16.91,77,0,29.09,126.44
2019,4,23,4,0,16.76,76,0,27.66,124.93
2019,4,23,5,0,16.56,75,0,25.57,125.26
2019,4,23,6,0,16.3,75,0,25.42,127.52
2019,4,23,7,0,16.16,76,0,25.92,127.67
2019,4,23,8,0,16.53,74,0,26.07,125.45
2019,4,23,9,0,18.16,68,0,28.71,120.1
2019,4,23,10,0,19.76,61,0,30.93,114.78
2019,4,23,11,0,21.28,54,0,33.23,112.95
2019,4,23,12,0,22.23,52,0,34.14,117.65
2019,4,23,13,0,23.19,50,0,35.26,122.07
2019,4,23,14,0,23.77,53,0,38,115.84
2019,4,23,15,0,23.49,55,0,36.89,118.57
2019,4,23,16,0,22.97,56,0,36.8,120.58
2019,4,23,17,0,22.07,59,0,36.3,120.38
2019,4,23,18,0,20.74,65,0,32.75,123.34
2019,4,23,19,0,19.75,70,0,30.56,124.44
2019,4,23,20,0,19.06,74,0,29.52,127.57
2019,4,23,21,0,18.58,77,0,29.52,127.57
2019,4,23,22,0,18.29,78,0,27.5,127.02
2019,4,23,23,0,18.11,77,0,26.37,128.9
2019,4,24,0,0,17.88,78,0,25.5,131.57
2019,4,24,1,0,17.65,81,0,23.42,135
2019,4,24,2,0,17.67,82,0,23.93,136.22
2019,4,24,3,0,17.66,84,0,23.69,136.85
2019,4,24,4,0,17.62,86,0,23.47,138.73
2019,4,24,5,0,17.48,89,0,23,140.08
2019,4,24,6,0,17.36,89,0,22.49,140.19
2019,4,24,7,0,17.27,89,0,22.1,142.94
2019,4,24,8,0,17.68,86,0,23.69,143.65
2019,4,24,9,0,19.25,77,0,27.5,136.06
2019,4,24,10,0,20.77,71,0,28.45,128.32
2019,4,24,11,0,22.13,65,0,27.16,128.54
2019,4,24,12,0,23.38,60,0,25.7,127.03
2019,4,24,13,0,24.46,55,0,24.63,127.87
2019,4,24,14,0,23.56,62,0,22.6,149.35
2019,4,24,15,0,23.34,64,0,24.63,153.06
2019,4,24,16,0,22.65,67,0,26.25,154.84
2019,4,24,17,0,21.53,72,0,25.48,156.7
2019,4,24,18,0,20.1,78,0,24.16,155.34
2019,4,24,19,0,19.44,81,0,22.07,151.76
2019,4,24,20,0,19.04,83,0,19.39,148.67
2019,4,24,21,0,18.9,82,0,13.98,145.49
2019,4,24,22,0,18.34,85,0,11.3,142.77
2019,4,24,23,0,17.9,86,0,10.51,141.95
2019,4,25,0,0,17.55,87,0,9.73,141.01
2019,4,25,1,0,17.18,88,0,9.22,141.34
2019,4,25,2,0,16.86,89,0,8.67,138.37
2019,4,25,3,0,16.68,90,0,7.9,133.15
2019,4,25,4,0,16.63,89,0,7.7,127.41
2019,4,25,5,0,16.72,87,0,6.99,124.51
2019,4,25,6,0,16.58,88,0,5.32,118.3
2019,4,25,7,0,16.61,87,0,4.38,99.46
2019,4,25,8,0,16.94,85,0,4.02,79.7
2019,4,25,9,0,18.51,78,0,2.41,63.43
2019,4,25,10,0,21.02,66,0,3.26,353.66
2019,4,25,11,0,22.6,58,0,6.37,312.71
2019,4,25,12,0,23.29,56,0,10.25,288.43
2019,4,25,13,0,23.31,56,0,13.08,277.91
2019,4,25,14,0,25.18,49,0,12.5,258.37
2019,4,25,15,0,24.8,51,0,12.3,249.44
2019,4,25,16,0,24.12,54,0,11.3,239.35
2019,4,25,17,0,23.32,57,0,8.4,226.74
2019,4,25,18,0,22.35,61,0,5.15,204.78
2019,4,25,19,0,21.29,66,0,4.68,180
2019,4,25,20,0,20.11,73,0,4.45,165.96
2019,4,25,21,0,18.92,79,0,4.2,149.04
2019,4,25,22,0,17.86,84,0,4.51,151.39
2019,4,25,23,0,16.97,88,0,5,149.74
2019,4,26,0,0,16.21,91,0,6.19,144.46
2019,4,26,1,0,15.65,93,0,6.79,147.99
2019,4,26,2,0,15.33,92,0,7.29,147.09
2019,4,26,3,0,15.12,92,0,7.57,154.65
2019,4,26,4,0,15,93,0,7.75,158.2
2019,4,26,5,0,14.91,93,0,7.75,158.2
2019,4,26,6,0,14.83,93,0,7.75,158.2
2019,4,26,7,0,14.78,93,0,8.23,156.8
2019,4,26,8,0,15.09,91,0,9.23,159.44
2019,4,26,9,0,15.94,87,0,10.48,164.05
2019,4,26,10,0,17.27,80,0,10.95,170.54
2019,4,26,11,0,18.96,73,0,10.81,178.09
2019,4,26,12,0,20.25,67,0,11.16,180
2019,4,26,13,0,21.2,63,0,12.96,180
2019,4,26,14,0,22.06,65,0,28.31,168.26
2019,4,26,15,0,21.72,66,0,29.8,168.15
2019,4,26,16,0,21.12,69,0,30.39,166.29
2019,4,26,17,0,20.04,74,0,31.01,164.51
2019,4,26,18,0,18.5,81,0,30.17,162.65
2019,4,26,19,0,17.59,86,0,28.58,160.88
2019,4,26,20,0,17.34,87,0,27.94,158.06
2019,4,26,21,0,17.08,88,0,26.28,156.6
2019,4,26,22,0,16.91,89,0,23.19,154.23
2019,4,26,23,0,16.74,88,0,21.09,152.56
2019,4,27,0,0,16.32,90,0,16.6,155.66
2019,4,27,1,0,16.11,91,0,14.37,157.93
2019,4,27,2,0,15.87,92,0,12.1,157.25
2019,4,27,3,0,15.54,94,0,10.31,155.22
2019,4,27,4,0,15.43,95,0,9.5,155.38
2019,4,27,5,0,15.51,94,0,8.53,152.35
2019,4,27,6,0,15.64,93,0,7.73,152.24
2019,4,27,7,0,15.56,93,0,6.12,151.93
2019,4,27,8,0,15.72,93,0,4.69,147.53
2019,4,27,9,0,17.19,84,0,4.83,153.43
2019,4,27,10,0,19,75,0,5.24,164.05
2019,4,27,11,0,20.84,66,0,6.48,180
2019,4,27,12,0,22.12,62,0,8.35,187.43
2019,4,27,13,0,23.1,58,0,10.14,186.12
2019,4,27,14,0,25.35,49,0,7.07,194.74
2019,4,27,15,0,25.75,47,0,8.67,184.76
2019,4,27,16,0,25.41,49,0,10.82,176.19
2019,4,27,17,0,24.18,56,0,11.72,169.38
2019,4,27,18,0,22.13,66,0,11.62,163.81
2019,4,27,19,0,20.32,74,0,10.59,162.18
2019,4,27,20,0,19.3,80,0,8.65,163.07
2019,4,27,21,0,18.64,84,0,6.83,161.57
2019,4,27,22,0,18.44,84,0,6.44,153.43
2019,4,27,23,0,18.45,84,0,5.9,142.43
2019,4,28,0,0,18.18,85,0,5.6,135
2019,4,28,1,0,17.78,88,0,4.61,128.66
2019,4,28,2,0,17.13,91,0,3.55,113.96
2019,4,28,3,0,16.6,94,0,2.52,90
2019,4,28,4,0,16.2,95,0,2.55,45
2019,4,28,5,0,15.87,95,0,3.55,23.96
2019,4,28,6,0,15.64,94,0,4.45,14.04
2019,4,28,7,0,15.42,92,0,5.45,7.59
2019,4,28,8,0,15.17,91,0,6.48,360
2019,4,28,9,0,16.47,82,0,5.59,345.07
2019,4,28,10,0,18.78,70,0,6.7,323.75
2019,4,28,11,0,20.18,62,0,7.41,299.05
2019,4,28,12,0,21.23,59,0,9.45,287.74
2019,4,28,13,0,21.79,57,0,10.66,281.69
2019,4,28,14,0,27.29,37,0,9.79,252.9
2019,4,28,15,0,27.26,37,0,8.85,243.43
2019,4,28,16,0,27.15,37,0,6.88,227.12
2019,4,28,17,0,26.6,40,0,5.86,190.62
2019,4,28,18,0,24.76,51,0,4.9,162.9
2019,4,28,19,0,22.56,62,0,5.62,140.19
2019,4,28,20,0,20.87,71,0,5.35,132.27
2019,4,28,21,0,19.49,79,0,5.12,129.29
2019,4,28,22,0,18.56,83,0,4.58,135
2019,4,28,23,0,17.84,86,0,4.33,138.37
2019,4,29,0,0,17.15,88,0,4.07,135
2019,4,29,1,0,16.42,91,0,2.81,129.81
2019,4,29,2,0,15.81,93,0,2.41,116.57
2019,4,29,3,0,15.38,93,0,2.16,90
2019,4,29,4,0,15.14,92,0,2.28,71.57
2019,4,29,5,0,15.11,88,0,2.31,51.34
2019,4,29,6,0,15.35,83,0,2.28,18.43
2019,4,29,7,0,15.52,79,0,2.52,360
2019,4,29,8,0,15.82,77,0,4.07,315
2019,4,29,9,0,17.12,71,0,5.19,303.69
2019,4,29,10,0,18.71,62,0,7.79,303.69
2019,4,29,11,0,19.41,62,0,9,306.87
2019,4,29,12,0,20.38,58,0,10,300.26
2019,4,29,13,0,21.05,56,0,11.44,282.72
2019,4,29,14,0,22.76,54,0,11.89,268.26
2019,4,29,15,0,23.02,51,0,9,270
2019,4,29,16,0,23.02,51,0,6.83,251.57
2019,4,29,17,0,22.61,53,0,5.35,222.27
2019,4,29,18,0,21.54,59,0,4.35,204.44
2019,4,29,19,0,19.99,66,0,5.41,183.81
2019,4,29,20,0,18.48,74,0,5.51,191.31
2019,4,29,21,0,17.39,80,0,5.41,176.19
2019,4,29,22,0,16.63,85,0,5.24,164.05
2019,4,29,23,0,16,88,0,3.67,168.69
2019,4,30,0,0,15.49,91,0,1.8,216.87
2019,4,30,1,0,15.2,92,0,1.61,296.57
2019,4,30,2,0,14.92,92,0,5.4,306.87
2019,4,30,3,0,14.43,93,0,8.21,307.87
2019,4,30,4,0,13.93,93,0,8.71,299.74
2019,4,30,5,0,13.66,93,0,11.3,292.48
2019,4,30,6,0,13.56,93,0,11.27,296.57
2019,4,30,7,0,13.62,93,0,11.75,319.97
2019,4,30,8,0,13.87,92,0,13.85,335.43
2019,4,30,9,0,14.21,90,0,16.33,345.96
2019,4,30,10,0,14.54,88,0,17.65,348.23
2019,4,30,11,0,14.93,86,0,19.14,343.61
2019,4,30,12,0,15.62,84,0,19.51,330.12
2019,4,30,13,0,16.06,83,0,20.93,319.18
2019,4,30,14,0,18.31,86,0,25.03,310.33
2019,4,30,15,0,18.08,87,0,24.46,302.99
2019,4,30,16,0,17.81,90,0,23.02,296.97
2019,4,30,17,0,17.6,92,0,19.32,296.57
2019,4,30,18,0,17.55,93,0.1,14.39,301.7
2019,4,30,19,0,17.6,94,0.1,10.38,303.69
2019,4,30,20,0,17.57,94,0,8.05,296.57
2019,4,30,21,0,17.31,92,0,5.15,294.78
2019,4,30,22,0,17.2,89,0,2.6,303.69
2019,4,30,23,0,17.2,87,0,0.8,26.57
2019,5,1,0,0,17.26,84,0,1.14,108.43
2019,5,1,1,0,17.32,83,0,2.1,149.04
2019,5,1,2,0,17.08,84,0,2.6,146.31
2019,5,1,3,0,16.72,87,0,3.05,135
2019,5,1,4,0,16.3,90,0,3.71,119.05
2019,5,1,5,0,15.91,92,0,4.33,131.63
2019,5,1,6,0,15.37,95,0,5.62,129.81
2019,5,1,7,0,14.88,96,0,4.9,126.03
2019,5,1,8,0,14.91,94,0,5.69,145.3
2019,5,1,9,0,15.82,87,0,5.8,150.26
2019,5,1,10,0,17.64,76,0,5.48,156.8
2019,5,1,11,0,19.42,67,0,5.04,180
2019,5,1,12,0,20.84,60,0,5.63,206.57
2019,5,1,13,0,21.85,54,0,6.37,227.29
2019,5,1,14,0,22.57,54,0,9.89,236.89
2019,5,1,15,0,22.47,55,0,11.25,230.19
2019,5,1,16,0,22.21,56,0,10.74,219.56
2019,5,1,17,0,21.8,58,0,9.36,202.62
2019,5,1,18,0,20.79,63,0,6.52,186.34
2019,5,1,19,0,19.63,71,0,5.09,171.87
2019,5,1,20,0,18.64,78,0,3.1,144.46
2019,5,1,21,0,17.81,83,0,1.44,90
2019,5,1,22,0,17.18,87,0,1.44,360
2019,5,1,23,0,16.65,91,0,3.89,326.31
2019,5,2,0,0,15.83,96,0,5.69,325.3
2019,5,2,1,0,15.71,95,0,6.92,332.1
2019,5,2,2,0,15.31,95,0,8.77,340.82
2019,5,2,3,0,15.22,95,0,11.18,345.07
2019,5,2,4,0,15.01,94,0,13.28,347.47
2019,5,2,5,0,14.57,94,0,14.76,347.32
2019,5,2,6,0,14.06,94,0,15.98,345.65
2019,5,2,7,0,13.8,94,0,18.25,345.14
2019,5,2,8,0,13.73,94,0,20.35,346.7
2019,5,2,9,0,13.88,93,0,22.81,348.16
2019,5,2,10,0,14.57,89,0,26.98,341.32
2019,5,2,11,0,15.49,85,0,31.39,333.43
2019,5,2,12,0,16.42,81,0,33.59,329.04
2019,5,2,13,0,17.28,74,0,36.64,326.62
2019,5,2,14,0,16.46,90,0.2,37.94,316.15
2019,5,2,15,0,16.26,91,0.7,36.71,318.18
2019,5,2,16,0,15.99,93,1,36.1,321.07
2019,5,2,17,0,15.93,94,1,34.99,323.37
2019,5,2,18,0,15.91,95,0.4,33.27,324.25
2019,5,2,19,0,15.89,96,1.4,30.1,323.27
2019,5,2,20,0,16.05,96,0.8,27.3,318.74
2019,5,2,21,0,16.38,96,0.1,24.22,311.99
2019,5,2,22,0,16.72,96,0,21.39,306.1
2019,5,2,23,0,16.99,92,0,18.16,309.37
2019,5,3,0,0,16.68,92,0,15.79,316.85
2019,5,3,1,0,16.51,93,0,15.55,317.82
2019,5,3,2,0,16.47,89,0,15.07,310.16
2019,5,3,3,0,16.36,81,0,13.04,297.98
2019,5,3,4,0,16.76,76,0,12.76,286.39
2019,5,3,5,0,16.84,76,0,12.62,273.27
2019,5,3,6,0,16.61,76,0,12.98,266.82
2019,5,3,7,0,16.35,74,0,12.25,268.32
2019,5,3,8,0,16.15,72,0,11.18,273.69
2019,5,3,9,0,17.04,65,0,13.36,274.64
2019,5,3,10,0,17.58,63,0,15.19,275.44
2019,5,3,11,0,17.91,64,0,15.5,272.66
2019,5,3,12,0,18.01,64,0,15.5,267.34
2019,5,3,13,0,18.14,62,0,15.58,263.37
2019,5,3,14,0,18.16,64,0,19,260.18
2019,5,3,15,0,17.86,63,0,17.87,251.2
2019,5,3,16,0,18.05,62,0,16.75,244.54
2019,5,3,17,0,17.53,64,0,15.58,236.31
2019,5,3,18,0,16.72,66,0,10.69,225
2019,5,3,19,0,16.19,69,0,8.71,209.74
2019,5,3,20,0,15.82,69,0,7.42,194.04
2019,5,3,21,0,15.47,72,0,5.76,180
2019,5,3,22,0,15.17,75,0,4.9,162.9
2019,5,3,23,0,14.86,77,0,5.01,158.96
2019,5,4,0,0,14.57,78,0,5.48,156.8
2019,5,4,1,0,14.17,79,0,6.62,157.62
2019,5,4,2,0,13.75,80,0,8.89,158.63
2019,5,4,3,0,13.52,79,0,11.11,155.1
2019,5,4,4,0,13.19,79,0,12.4,154.18
2019,5,4,5,0,12.86,78,0,14.01,154.09
2019,5,4,6,0,12.5,79,0,14.83,150.95
2019,5,4,7,0,12.36,81,0,16.68,147.34
2019,5,4,8,0,12.95,79,0,19.38,144.83
2019,5,4,9,0,14.72,72,0,23.62,142.43
2019,5,4,10,0,15.69,64,0,27.38,140.87
2019,5,4,11,0,16.44,59,0,29.91,140.37
2019,5,4,12,0,17.04,55,0,31.83,142.35
2019,5,4,13,0,17.53,52,0,33.27,144.25
2019,5,4,14,0,18.77,51,0,32.91,149.79
2019,5,4,15,0,18.35,55,0,35.26,152.65
2019,5,4,16,0,17.65,60,0,37.36,152.45
2019,5,4,17,0,16.93,63,0,39.65,150.64
2019,5,4,18,0,16.05,66,0,39.76,148.32
2019,5,4,19,0,15.56,67,0,38.64,146.01
